epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,2165.87,0.65832,0.28272,0.90286,0.99943,0.9823,0.99457,0.83354,0.76351,0.30982,0.91056,0.000614,0.000614,0.000614
72,2196.1,0.66105,0.28334,0.90283,0.99944,0.9823,0.99045,0.82866,0.7729,0.31533,0.91249,0.0005942,0.0005942,0.0005942
73,2226.41,0.66445,0.28504,0.9038,0.99944,0.9823,0.99482,0.83439,0.77481,0.31243,0.91744,0.0005744,0.0005744,0.0005744
74,2256.39,0.65906,0.28396,0.90356,0.99944,0.9823,0.99041,0.82945,0.77209,0.30437,0.90938,0.0005546,0.0005546,0.0005546
75,2286.64,0.64823,0.27991,0.90057,0.99939,0.9823,0.99441,0.82876,0.78431,0.31224,0.91357,0.0005348,0.0005348,0.0005348
76,2316.94,0.65788,0.28044,0.90199,0.99942,0.9823,0.99006,0.82799,0.78136,0.30404,0.91631,0.000515,0.000515,0.000515
77,2347.07,0.64413,0.27899,0.90154,0.99942,0.9823,0.99014,0.82672,0.76649,0.29921,0.90984,0.0004952,0.0004952,0.0004952
78,2377.87,0.65185,0.27989,0.89755,0.99944,0.9823,0.99491,0.83614,0.75986,0.28764,0.90416,0.0004754,0.0004754,0.0004754
79,2408.61,0.64534,0.2731,0.9001,0.99944,0.9823,0.99027,0.82727,0.76788,0.29692,0.90697,0.0004556,0.0004556,0.0004556
80,2438.95,0.64301,0.27016,0.89777,0.99944,0.9823,0.99396,0.83358,0.76868,0.29466,0.91207,0.0004358,0.0004358,0.0004358
81,2469.12,0.64303,0.27243,0.89677,0.99895,0.9823,0.98994,0.82633,0.78077,0.29304,0.91149,0.000416,0.000416,0.000416
82,2499.22,0.64969,0.27323,0.90111,1,0.99059,0.995,0.83252,0.77908,0.28196,0.91058,0.0003962,0.0003962,0.0003962
83,2529.88,0.63921,0.27103,0.90147,0.99943,0.9823,0.99449,0.83029,0.76821,0.28453,0.90936,0.0003764,0.0003764,0.0003764
84,2560.36,0.6473,0.27088,0.89817,0.99944,0.9823,0.99491,0.83064,0.77212,0.28037,0.91415,0.0003566,0.0003566,0.0003566
85,2590.49,0.64356,0.26714,0.89713,0.99944,0.9823,0.99491,0.82981,0.77383,0.27913,0.91225,0.0003368,0.0003368,0.0003368
86,2620.56,0.64404,0.27006,0.90006,1,0.99061,0.995,0.83117,0.77273,0.27167,0.90971,0.000317,0.000317,0.000317
87,2650.63,0.64283,0.27076,0.89796,1,0.99061,0.995,0.83277,0.77637,0.28186,0.91483,0.0002972,0.0002972,0.0002972
88,2680.88,0.64101,0.26596,0.89718,1,0.99061,0.995,0.82986,0.77123,0.27407,0.91411,0.0002774,0.0002774,0.0002774
89,2711.34,0.63967,0.26516,0.89689,1,0.99061,0.995,0.83113,0.77117,0.27027,0.91198,0.0002576,0.0002576,0.0002576
90,2741.56,0.62635,0.26173,0.89151,0.99945,0.9823,0.99045,0.82685,0.77871,0.28245,0.90904,0.0002378,0.0002378,0.0002378
91,2787.6,0.61261,0.2328,0.88345,0.99941,0.9823,0.9899,0.82168,0.7737,0.29589,0.90988,0.000218,0.000218,0.000218
92,2817.57,0.60836,0.23074,0.88562,0.99941,0.9823,0.99491,0.83238,0.7746,0.29211,0.9124,0.0001982,0.0001982,0.0001982
93,2847.19,0.60476,0.22746,0.88496,0.99943,0.9823,0.99491,0.82896,0.7724,0.30488,0.91478,0.0001784,0.0001784,0.0001784
94,2878.05,0.60119,0.22921,0.88348,1,0.9906,0.995,0.83172,0.77687,0.29056,0.91606,0.0001586,0.0001586,0.0001586
95,2907.72,0.60168,0.22597,0.88017,0.99944,0.9823,0.99491,0.83652,0.77366,0.28453,0.91445,0.0001388,0.0001388,0.0001388
96,2937.37,0.59769,0.22224,0.88096,0.99942,0.9823,0.99491,0.83057,0.77645,0.28019,0.91253,0.000119,0.000119,0.000119
97,2966.85,0.59471,0.22213,0.88477,0.99938,0.9823,0.99491,0.82998,0.77381,0.27858,0.9107,9.92e-05,9.92e-05,9.92e-05
98,2996.49,0.593,0.22048,0.88432,0.9994,0.9823,0.99491,0.83349,0.7679,0.27246,0.91026,7.94e-05,7.94e-05,7.94e-05
99,3026.33,0.59494,0.22014,0.88381,1,0.99064,0.995,0.83154,0.76572,0.27664,0.90836,5.96e-05,5.96e-05,5.96e-05
100,3056.14,0.59419,0.22048,0.88001,1,0.99064,0.995,0.83299,0.76644,0.27181,0.90713,3.98e-05,3.98e-05,3.98e-05
